time,v_pu,f_pu,omega_int,omega_bus,rocof,Pe_pu
3.6531000000000047,0.9859900289880232,1.0001189058430815,4.7783656280922686e-05,5.145646868456233e-05,0.0002697769343696409,0.4961076296065219
3.6539000000000046,0.9859836093082679,1.0001199866482375,4.800215624963472e-05,5.164939594362644e-05,0.0002764709588090053,0.4960352258624129
3.6540000000000044,0.9859828068482985,1.000120121748882,4.802984517048954e-05,5.167409681515377e-05,0.0002773062924948111,0.49602618993110603
3.654100000000004,0.9859820043883292,1.0001202568495264,4.805761750813355e-05,5.1698262598855e-05,0.0002781393913492969,0.49601715597311236
3.654900000000005,0.9859755847085738,1.0001213376546816,4.828279151662779e-05,5.189788542504031e-05,0.00028479359452515673,0.4959449835889183
3.6550000000000047,0.9859747822486045,1.000121472755326,4.8311312452129076e-05,5.192342498035822e-05,0.00028562394587200446,0.49593597671159184
3.6551000000000045,0.9859739797886351,1.0001216078559705,4.833991630580206e-05,5.194842652661658e-05,0.00028645205494931634,0.49592697183485007
3.6559000000000044,0.9859675601088799,1.0001226886611265,4.8571724466361955e-05,5.215470530128479e-05,0.00029306630445502524,0.49585503313184776
3.656000000000004,0.9859667576489105,1.000122823761771,4.860107242310432e-05,5.218107856127498e-05,0.00029389165699780784,0.49584605559742784
3.656100000000004,0.9859659551889411,1.0001229588624154,4.863050279776138e-05,5.220691087853266e-05,0.00029471475997190025,0.49583708009062544
3.656900000000004,0.9859595355091858,1.0001240396675706,4.8868905091503346e-05,5.241980584571149e-05,0.0003012889258787177,0.4957653773685931
3.6570000000000036,0.9859587330492164,1.000124174768215,4.8899075059824906e-05,5.244700782190718e-05,0.000302109263463024,0.495756429463297
3.6571000000000033,0.9859579305892471,1.0001243098688595,4.892932694419581e-05,5.247366591131702e-05,0.00030292734432064983,0.4957474836124075
3.657900000000005,0.9859515109094917,1.0001253906740155,4.917428322356204e-05,5.269313719687304e-05,0.0003094612992080026,0.49567601914925563
3.658000000000005,0.9859507084495224,1.00012552577466,4.920527017785779e-05,5.272116287321438e-05,0.00031027660599433626,0.4956671011565456
3.6581000000000046,0.985949905989553,1.0001256608753044,4.923633854476076e-05,5.274864170973557e-05,0.00031108964903833834,0.49565818524477984
3.6589000000000045,0.9859434863097977,1.0001267416804596,4.9487808536041886e-05,5.2974649351285576e-05,0.00031758326802644454,0.4955869612961713
3.6590000000000042,0.9859426838498283,1.000126876781104,4.951960743508102e-05,5.3003493708998624e-05,0.0003183935284933881,0.49557807349670935
3.659100000000004,0.9859418813898589,1.0001270118817485,4.955148724174042e-05,5.303178826323654e-05,0.00031920151834699366,0.495569187804476
3.659900000000005,0.9859354617101037,1.0001280926869045,4.980943054763334e-05,5.32642921552865e-05,0.00032565467912470947,0.49549820660347293
3.6600000000000046,0.9859346592501343,1.000128227787549,4.984203633488022e-05,5.3293950157352726e-05,0.0003264598780734207,0.4954893492750732
3.6601000000000043,0.9859338202964432,1.0001283631959597,4.987472252324787e-05,5.332305538361416e-05,0.00032726279968390594,0.49548049407992795
3.660900000000005,0.9859271086669131,1.0001294464632462,5.013909862543756e-05,5.356201534092056e-05,0.00033367538253975537,0.49540975783661945
3.661000000000005,0.985926269713222,1.000129581871657,5.017250622937649e-05,5.3592381836449366e-05,0.00033447550709486684,0.49540093125420753
3.6611000000000047,0.9859254307595308,1.0001297172800678,5.0205993726856374e-05,5.362213596698773e-05,0.0003352733571325133,0.4953921067508947
3.6619000000000046,0.9859187191300008,1.000130800547355,5.0476762059493385e-05,5.3866944455474015e-05,0.00034164540155534606,0.49532161603852043
3.6620000000000044,0.9859178801763097,1.000130935955766,5.051096641197082e-05,5.389816861762539e-05,0.00034244045586723226,0.49531282025418893
3.662100000000004,0.9859170412226185,1.000131071364177,5.054525015066667e-05,5.3928788642504325e-05,0.00034323322930657034,0.49530402659255895
3.662900000000005,0.9859103295930884,1.000132154631464,5.0822370125134794e-05,5.417995586900264e-05,0.0003495646283904752,0.49523378353884984
3.6630000000000047,0.9859094906393973,1.000132290039875,5.085736614622758e-05,5.421197643676888e-05,0.0003503545980814704,0.49522501883579295
3.6631000000000045,0.9859086516857061,1.0001324254482857,5.0892441044750925e-05,5.424338922040572e-05,0.00035114228064633216,0.49521625627974725
3.6639000000000044,0.9859019400561762,1.0001335087155723,5.1175871959905014e-05,5.450089598365302e-05,0.00035743292319523334,0.4951462630162835
3.664000000000004,0.985901101102485,1.000133644123983,5.1211654555715105e-05,5.453371043475532e-05,0.00035821779445865953,0.49513752965879043
3.664100000000004,0.9859002621487938,1.000133779532394,5.1247515518796575e-05,5.456591411604965e-05,0.00035900037249584835,0.49512879847303626
3.664900000000004,0.9858935505192638,1.0001348627996811,5.1537216563547394e-05,5.482971907151145e-05,0.0003652501499065153,0.495059057106134
3.6650000000000036,0.9858927115655726,1.000134998208092,5.157378062658756e-05,5.486332237420864e-05,0.00036602990926143386,0.495050355356063
3.6651000000000034,0.9858918726118814,1.0001351336165027,5.1610422545399504e-05,5.489631190510188e-05,0.0003668073694423164,0.4950416558022302
3.665900000000005,0.9858851609823515,1.0001362168837893,5.190635280141416e-05,5.516637446565391e-05,0.00037301617582485846,0.4949721684137486
3.666000000000005,0.9858843220286603,1.0001363522922,5.194369321094416e-05,5.520076149306148e-05,0.0003737908101296705,0.4949634985299255
3.6661000000000046,0.9858834830749691,1.000136487700611,5.198111096343992e-05,5.523453173444636e-05,0.0003745631394662151,0.4949548308665446
3.6669000000000045,0.9858767714454391,1.0001375709678981,5.228322940786224e-05,5.551081125639762e-05,0.0003807308716672897,0.4948855995136141
3.6670000000000043,0.9858759324917479,1.000137706376309,5.2321341030230615e-05,5.554597690515302e-05,0.00038150036812317767,0.4948769617517407
3.667100000000004,0.9858750935380567,1.00013784178472,5.23595294814867e-05,5.558052274653311e-05,0.000382267553971985,0.49486832623423155
3.667900000000005,0.9858683819085268,1.000138925052007,5.266779498969026e-05,5.586297848098456e-05,0.000388394111599244,0.49479935294890787
3.6680000000000046,0.9858675429548356,1.000139060460418,5.27066726786794e-05,5.589891763038532e-05,0.0003891584577538354,0.4947907475615354
3.6681000000000044,0.9858667040011444,1.0001391958688286,5.274562668124085e-05,5.593423394417405e-05,0.0003899204878189998,0.49478214444215957
3.668900000000005,0.9858599923716144,1.0001402791361154,5.30599980296e-05,5.622282506266564e-05,0.00039600577326792674,0.49471343123109845
3.669000000000005,0.9858591534179232,1.000140414544526,5.309963662677444e-05,5.625953258175614e-05,0.00039676495701790326,0.4947048584675861
3.6691000000000047,0.985858314464232,1.000140549952937,5.3139351021003396e-05,5.629561422889334e-05,0.0003975218193540816,0.4946962879954093
3.6699000000000046,0.9858516028347021,1.000141633220224,5.345978688969391e-05,5.659029981793821e-05,0.00040356573783117966,0.49462783683955946
3.6700000000000044,0.9858507638810109,1.000141768628635,5.3500181224751534e-05,5.662777056385106e-05,0.0004043197474255522,0.49461929694603546
3.670100000000004,0.9858499249273197,1.0001419040370458,5.354065083917883e-05,5.666461239455223e-05,0.00040507143044109933,0.4946107593668881
3.670900000000005,0.9858432132977897,1.000142987304333,5.386710981500254e-05,5.696535145232421e-05,0.00041107388998906647,0.4945425722211727
3.6710000000000047,0.9858423743440985,1.000143122712744,5.390825470612897e-05,5.700358027570838e-05,0.0004118227140320063,0.49453406544049405
3.6711000000000045,0.9858415353904073,1.0001432581211547,5.394947435780875e-05,5.704117713396454e-05,0.00041256920649192924,0.4945255609969327
3.6719000000000044,0.9858348237608774,1.0001443413884412,5.428191493703862e-05,5.7347928569416994e-05,0.00041853011801229467,0.4944576397899486
3.672000000000004,0.9858339848071862,1.000144476796852,5.432380519126443e-05,5.73869103050894e-05,0.0004192737454663531,0.49444916636166264
3.672100000000004,0.985833145853495,1.0001446122052629,5.4365769686131696e-05,5.742525702228243e-05,0.00042001503649509875,0.4944406952929294
3.672900000000004,0.985826434223965,1.00014569547255,5.470415027738536e-05,5.773797969741903e-05,0.00042593431377191404,0.4943730419266402
3.6730000000000036,0.9858255952702738,1.000145830880961,5.4746780690946264e-05,5.777770917416529e-05,0.00042667273396068683,0.4943646020869514
3.6731000000000034,0.9858247563165826,1.0001459662893717,5.4789484824177306e-05,5.781680057100928e-05,0.0004274088130451622,0.49435616462894183
3.673900000000005,0.9858180446870527,1.0001470495566582,5.513376375130963e-05,5.813545325416048e-05,0.00043328637276707216,0.4942887809783811
3.674000000000005,0.9858172057333615,1.000147184965069,5.51771291100094e-05,5.8175925292020844e-05,0.0004340195753779752,0.49428037496011173
3.6741000000000046,0.9858163667796703,1.0001473203734799,5.522056766638502e-05,5.8215756182011204e-05,0.00043475043236973054,0.4942719713453342
3.6749000000000045,0.9858096551501403,1.000148403640767,5.557070317140106e-05,5.854029757303363e-05,0.0004405861941521594,0.4942048592583192
3.6750000000000043,0.9858088161964491,1.000148539049178,5.56147982509772e-05,5.85815069810413e-05,0.0004413141692388711,0.4941964872908729
3.675100000000004,0.9858079772427579,1.000148674457589,5.5658966005248633e-05,5.8622072166444873e-05,0.00044203979435762045,0.49418811774841437
3.675900000000005,0.985801265613228,1.0001497577248761,5.601491625124562e-05,5.89524608710272e-05,0.0004478336807635652,0.49412127904525754
3.6760000000000046,0.9858004266595368,1.000149893133287,5.6059735817737713e-05,5.89944024530888e-05,0.00044855641874935737,0.49411294135457867
3.6761000000000044,0.9857995877058456,1.0001500285416978,5.610462753499529e-05,5.9035696736964055e-05,0.0004492768025851201,0.4941046061100662
3.676900000000005,0.9857928760763156,1.0001511118089843,5.646635060911707e-05,5.9371891343115756e-05,0.0004550287391458241,0.49403804258329564
3.677000000000005,0.9857920371226244,1.000151247217395,5.6511889419237704e-05,5.941455989032144e-05,0.00045574623082550447,0.4940297393918473
3.6771000000000047,0.9857911981689332,1.000151382625806,5.6557499855281956e-05,5.945657805614405e-05,0.0004564613643410608,0.4940214386674172
3.6779000000000046,0.9857844865394033,1.0001524658930931,5.69249537716985e-05,5.97985370594265e-05,0.0004621712795765953,0.49395515208149365
3.6780000000000044,0.9857836475857121,1.000152601301504,5.697120657320675e-05,5.984192735547811e-05,0.000462883516119561,0.4939468836082124
3.678100000000004,0.985782808632021,1.0001527367099148,5.7017530474922195e-05,5.9884664182270974e-05,0.0004635933906530446,0.4939386176224741
3.678900000000005,0.9857760970024909,1.0001538199772013,5.739067317782961e-05,6.02323460204254e-05,0.0004692612160916987,0.49387260971353103
3.6790000000000047,0.9857752580487997,1.000153955385612,5.743763470990689e-05,6.027645284661227e-05,0.00046996818904349036,0.49386437617379725
3.6791000000000045,0.9857744190951085,1.000154090794023,5.7484666815638094e-05,6.031990311117896e-05,0.00047067279631096345,0.4938561451418012
3.6799000000000044,0.9857677074655786,1.0001551740613102,5.786345618227323e-05,6.067326615510784e-05,0.00047629846650820706,0.49379041761737164
3.680000000000004,0.9857668685118874,1.000155309469721,5.791112117590162e-05,6.0718084283823184e-05,0.0004770001677938396,0.4937822192229745
3.680100000000004,0.9857660010559874,1.0001554431328834,5.795885621583178e-05,6.0762242756083144e-05,0.0004776994998913625,0.4937740233561771
3.680900000000004,0.9857590614087879,1.0001565124381826,5.834325005951174e-05,6.112124533577523e-05,0.00048328295244792763,0.49370857789493927
3.6810000000000036,0.9857581939528879,1.000156646101345,5.8391613237854516e-05,6.116669117446523e-05,0.00048397937592231655,0.49370041485404853
3.6811000000000034,0.9857573264969879,1.0001567797645072,5.844004593469598e-05,6.121142980863716e-05,0.00048467343391790825,0.4936922542983228
3.681900000000005,0.9857503868497882,1.0001578490698066,5.883000206104503e-05,6.157558352601748e-05,0.0004902147264338463,0.4936270913430779
3.682000000000005,0.9857495193938882,1.000157982732969,5.8879058153294534e-05,6.162177203332904e-05,0.0004909058783346132,0.4936189637016406
3.6821000000000046,0.9857486519379882,1.0001581163961313,5.892818323671172e-05,6.166725899840517e-05,0.0004915946610073146,0.4936108385801486
3.6829000000000045,0.9857417122907887,1.0001591857014307,5.9323659457256585e-05,6.203695231875619e-05,0.0004970937316013391,0.49354595983887944
3.6830000000000043,0.9857408448348887,1.000159319364593,5.937340318611561e-05,6.208383436272456e-05,0.0004977796034368875,0.49353786782320724
3.683100000000004,0.9857399773789887,1.0001594530277553,5.942321537794373e-05,6.213001125024949e-05,0.0004984631024355195,0.49352977834704526
3.683900000000005,0.9857330377317891,1.0001605223330547,5.9824169438473494e-05,6.250521896685551e-05,0.0005039198869516426,0.49346518551931023
3.6840000000000046,0.9857321702758891,1.000160655996217,5.987459551855965e-05,6.255279129752866e-05,0.0005046004708124108,0.4934571293395081
3.6841000000000044,0.9857313028199891,1.0001607896593794,5.992508953263574e-05,6.259965538160211e-05,0.0005052786784086952,0.49344907571897056
3.684900000000005,0.9857243631727896,1.0001618589646786,6.0331479116301994e-05,6.298033506300823e-05,0.0005106931158006534,0.49338477047315993
3.685000000000005,0.9857234957168896,1.000161992627841,6.0382582254584654e-05,6.302859247449196e-05,0.0005113684041671562,0.4933767503360115
3.6851000000000047,0.9857226282609896,1.0001621262910032,6.043375279713519e-05,6.307613853685091e-05,0.000512041313021197,0.4933687327775646
3.6859000000000046,0.98571568861379,1.0001631955963026,6.0845535527645535e-05,6.346224833265425e-05,0.000517413345442308,0.4933047167515562
3.6860000000000044,0.98571482115789,1.000163329259465,6.089731042384346e-05,6.351118554622671e-05,0.0005180833311952404,0.4932967328600479
3.686100000000004,0.98571395370199,1.0001634629226273,6.0949152193884335e-05,6.355940830183533e-05,0.0005187509343677777,0.4932887515663093
3.686900000000005,0.9857070140547904,1.0001645322279267,6.136628563870919e-05,6.395090636160946e-05,0.0005240805071857757,0.4932250263672651
3.6870000000000047,0.9857061465988904,1.000164665891089,6.141872698569208e-05,6.400051811980904e-05,0.0005247451836074002,0.49321707892052113
3.6871000000000045,0.9857052791429904,1.0001647995542513,6.147123467543042e-05,6.404941230971204e-05,0.0005254074745627141,0.4932091340902562
3.6879000000000044,0.9856983394957909,1.0001658688595507,6.189367634902053e-05,6.444625672302405e-05,0.0005306945363729998,0.4931457012943788
3.688000000000004,0.9856974720398909,1.000166002522713,6.194677883321253e-05,6.449653775828677e-05,0.0005313538971503107,0.4931377904876413
3.688100000000004,0.9856966045839909,1.0001661361858754,6.199994712845035e-05,6.454609811198463e-05,0.0005320108697575779,0.49312988231572796
3.688900000000004,0.9856896649367912,1.0001672054911748,6.24276544954764e-05,6.494824693486207e-05,0.0005372553723997919,0.4930667434680213
3.6890000000000036,0.9856887974808912,1.000167339154337,6.248141279726146e-05,6.499919197721145e-05,0.0005379094116254035,0.4930588694926219
3.6891000000000034,0.9856879300249912,1.0001674728174994,6.253523637780123e-05,6.504941322087804e-05,0.0005385610601604321,0.49305099817002457
3.689900000000005,0.9856809903777917,1.0001685421227986,6.296816685640375e-05,6.545682444241075e-05,0.0005437629587320414,0.49298815478408015
3.690000000000005,0.9856801229218917,1.000168675785961,6.302257565053282e-05,6.550842821689446e-05,0.0005444116709065749,0.49298031782740626
3.6901000000000046,0.9856792554659917,1.0001688094491232,6.30770491905848e-05,6.555930507711357e-05,0.0005450579900535633,0.4929724835411446
3.6909000000000045,0.9856723158187921,1.0001698787544226,6.351516015563611e-05,6.597193669517914e-05,0.0005502172429240337,0.4929099370989157
3.6910000000000043,0.9856714483628921,1.000170012417585,6.357021411163602e-05,6.602419392262304e-05,0.0005508606229572832,0.49290213734439475
3.691100000000004,0.9856705809069921,1.0001701460807473,6.362533228022731e-05,6.60757211158431e-05,0.0005515016078109659,0.49289434027752216
3.691900000000005,0.9856636412597926,1.0001712153860467,6.406858106661556e-05,6.649353106065105e-05,0.0005566181766347711,0.49283209222911195
3.6920000000000046,0.9856627738038926,1.000171349049209,6.412427484919952e-05,6.654643645027072e-05,0.0005572562198477016,0.4928243298561746
3.6921000000000044,0.9856619063479926,1.0001714827123713,6.418003231058483e-05,6.659860868549529e-05,0.0005578918659142913,0.49281657018774466
3.692900000000005,0.985654966700793,1.0001725520176707,6.462837621650048e-05,6.702155487615385e-05,0.0005629657156430712,0.49275462195119835
3.693000000000005,0.985654099244893,1.000172685680833,6.468470448598026e-05,6.707510314349776e-05,0.0005635984177692621,0.4927468971352556
3.6931000000000047,0.985653231788993,1.0001728193439954,6.474109590005407e-05,6.71279151357664e-05,0.00056422872096854,0.4927391750403038
